"","species","location","site","nest","year","site_box_year","n_sampleID","n_percent_aquatic_pa","n_percent_aquatic_ra","n_num_fam","n_parental_investment_proj","n_band","n_age","n_sex","n_capture_date","n_cap_doy","n_cap_num","n_age.1","n_age_nestad","n_mass","n_bhead","n_fwing","n_sseries_type","n_cort1_raw","n_cort1_correct","n_glucose1","n_buty","n_cort2_raw","n_cort2_correct","n_glucose2","n_inject1_type","n_inject1_dose","n_inject2_type","n_inject2_dose","n_cort3_raw","n_cort3_correct","n_glucose3","n_fate","n_micro_nb","n_blood_nb","n_bolus_nb","n_lifetag_nb","n_Notes","n_Nest_Experiment","n_Nest_Treatment","n_Day6_Brood_Mass","n_Brood_Size_Day6","n_avg_day6_mass","n_exp_treat","n_TotalReads","ad_Individual_Band","ad_Adult_or_Nestling","ad_Sex","ad_Experiment","ad_Individual_Treatment","ad_RFID_On","ad_Individual_RFID","ad_Manipulated_after_1st_capture","ad_Capture_Date","ad_Capture_Number","ad_Method","ad_Leg_Banded","ad_Status","ad_Age","ad_Measured_by","ad_Mass","ad_Bill.Head","ad_Flat_Wing","ad_Tail","ad_Fat","ad_Culmen","ad_Ectoparasites_Presence","ad_Genetic_Mom","ad_Genetic_Dad","ad_Current_Brood_Size","ad_Natal_Nest","ad_Trap_set","ad_Disturbance_Time","ad_Bleed1_Latency","ad_Stress_Series_Type","ad_Bleed1_Amount","ad_Bleed1_Plasma_nb","ad_Base_Plasma_Sample_Box","ad_Baseline_Sample_Location","ad_Bleed1_CORT_Raw","ad_Bleed1_CORT_corrected_value","ad_Bleed1_OXY","ad_Bleed1_dROMs","ad_Bleed1_Glucose","ad_BUTY","ad_Bleed2_Time","ad_Bleed2_Amount","ad_Bleed2_Plasma_nb","ad_Stress_Plasma_Sample_Box","ad_Stress_Sample_Location","ad_Bleed2_CORT_Raw","ad_Bleed2_CORT_corrected_value","ad_Bleed2_OXY","ad_Bleed2_dROMs","ad_Bleed2_Glucose","ad_Inject_1_Type","ad_Inject_1_Dose","ad_Inject_1_Time","ad_Inject_2_Type","ad_Inject_2_Dose","ad_Inject_2_Time","ad_Bleed3_Time","ad_Bleed3_Amount","ad_Bleed3_Plasma_nb","ad_Dex_Plasma_Sample_Box","ad_Dex_Sample_Location","ad_Bleed3_CORT_Raw","ad_Bleed3_CORT_corrected_value","ad_Bleed3_Glucose","ad_Release_Time","ad_Nestling_Fate","ad_Feathers_Sample_nb","ad_Telomeres","ad_Telomere_Sample_nb","ad_Telomeres_Box","ad_Telomeres_Sample_Location","ad_Microbiome","ad_Microbiome_Sample_nb","ad_Microbiome_Box","ad_Microbiome_Sample_Location","ad_Blood_DNA_Collected","ad_Blood_DNA_Sample_nb","ad_Fecal_Sample_nb","ad_Bolus_nb","ad_Blood_Smear_Collected","ad_Lifetag_nb","ad_Bacteria_Killing_Assay","ad_CORT_AssayCode","ad_Extraction_Efficiency","ad_RIA_or_EIA","ad_OXY_AssayCode","ad_dROMS_AssayCode","ad_Notes"
"221","TRES","Ithaca","Unit_4","61","2019","Unit_4_61_2019","L19N018d",0.333333333333333,0.323572003218021,18,"yes","","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",105,6,17.5,"Light_Light_Control",6215,278172412,"Adult","F","Light","Light_Control","Old","","Yes","19-Jun-19",3,"Flap_Trap","R",2,"SY","ASI",18.5,NA,114,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",9,"19N1180","","",2.79,2.95,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190624","P19N367","","","61344B34",NA,"19CORT016","94.6%","EIA","","",""
"222","TRES","Ithaca","Unit_4","61","2019","Unit_4_61_2019","L19N018f",0.571428571428571,0.759036144578313,14,"yes","","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",105,6,17.5,"Light_Light_Control",1411,278172412,"Adult","F","Light","Light_Control","Old","","Yes","19-Jun-19",3,"Flap_Trap","R",2,"SY","ASI",18.5,NA,114,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",9,"19N1180","","",2.79,2.95,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190624","P19N367","","","61344B34",NA,"19CORT016","94.6%","EIA","","",""
"223","TRES","Ithaca","Unit_4","61","2019","Unit_4_61_2019","P19N463",0.25,0.0222089907710628,24,"no","278172491","Nestling","Unknown","6/24/19","175","","12","12",21.5,25.4,49,"B_S_D",1.88,2.33,NA,NA,12.27,15.24,NA,"Dex",10,"",NA,4.87,6.05,NA,"Fledged","","190807","","","","Light","Light_Control",105,6,17.5,"Light_Light_Control",16795,278172412,"Adult","F","Light","Light_Control","Old","","Yes","19-Jun-19",3,"Flap_Trap","R",2,"SY","ASI",18.5,NA,114,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",9,"19N1180","","",2.79,2.95,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190624","P19N367","","","61344B34",NA,"19CORT016","94.6%","EIA","","",""
"224","TRES","Ithaca","Unit_4","61","2019","Unit_4_61_2019","P19N465",0.258064516129032,0.0963391136801541,31,"no","278172494","Nestling","Unknown","6/24/19","175","","12","12",24,25.4,61,"B_S_D",2.47,3.07,NA,NA,25.87,32.1,NA,"Dex",11,"",NA,6.72,8.34,NA,"Fledged","","190810","","","","Light","Light_Control",105,6,17.5,"Light_Light_Control",1038,278172412,"Adult","F","Light","Light_Control","Old","","Yes","19-Jun-19",3,"Flap_Trap","R",2,"SY","ASI",18.5,NA,114,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",9,"19N1180","","",2.79,2.95,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190624","P19N367","","","61344B34",NA,"19CORT016","94.6%","EIA","","",""
"225","TRES","Ithaca","Unit_4","61","2019","Unit_4_61_2019","LN19018a",0.333333333333333,0.848484848484848,6,"yes","","Nestling","","","170","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",105,6,17.5,"Light_Light_Control",33,278172412,"Adult","F","Light","Light_Control","Old","","Yes","19-Jun-19",3,"Flap_Trap","R",2,"SY","ASI",18.5,NA,114,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",9,"19N1180","","",2.79,2.95,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190624","P19N367","","","61344B34",NA,"19CORT016","94.6%","EIA","","",""
"226","TRES","Ithaca","Unit_4","61","2019","Unit_4_61_2019","P19N464",0.333333333333333,0.0654338549075391,21,"no","278172493","Nestling","Unknown","6/24/19","175","","12","12",23,26.3,57,"B_S_D",6.02,7.47,NA,NA,11.5,14.27,NA,"Dex",10.5,"",NA,9.61,11.93,NA,"Fledged","","190809","","","","Light","Light_Control",105,6,17.5,"Light_Light_Control",703,278172412,"Adult","F","Light","Light_Control","Old","","Yes","19-Jun-19",3,"Flap_Trap","R",2,"SY","ASI",18.5,NA,114,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",9,"19N1180","","",2.79,2.95,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190624","P19N367","","","61344B34",NA,"19CORT016","94.6%","EIA","","",""
"227","TRES","Ithaca","Unit_4","71","2019","Unit_4_71_2019","P19N401",0.409090909090909,0.582761845386534,22,"no","278172472","Nestling","Unknown","6/20/19","171","","12","12",23,26.6,58,"B_S_D",1.28,1.6,NA,NA,37.54,46.59,NA,"Dex",10.5,"",NA,5.13,6.37,NA,"Fledged","","190679","","","","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",6416,278172407,"Adult","F","Light","Light_Control","Old","","Control","14-Jun-19",3,"Hand","R",2,"ASY","ASI",20,NA,119,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_D",3,"19N0765","","",2.13,2.25,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190374","","","","61335278",NA,"19CORT016","94.6%","EIA","","",""
"228","TRES","Ithaca","Unit_4","71","2019","Unit_4_71_2019","L19N014b",0.777777777777778,0.995133819951338,9,"yes","","Nestling","","","165","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",411,278172407,"Adult","F","Light","Light_Control","Old","","Control","14-Jun-19",3,"Hand","R",2,"ASY","ASI",20,NA,119,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_D",3,"19N0765","","",2.13,2.25,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190374","","","","61335278",NA,"19CORT016","94.6%","EIA","","",""
"229","TRES","Ithaca","Unit_4","71","2019","Unit_4_71_2019","P19N400",0.444444444444444,0.558823529411765,9,"no","278172471","Nestling","Unknown","6/20/19","171","","12","12",22.5,24.8,53,"B_S_D",5.19,6.45,NA,NA,51.87,64.37,NA,"Dex",10.5,"",NA,3.89,4.84,NA,"Fledged","","190678","","","","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",34,278172407,"Adult","F","Light","Light_Control","Old","","Control","14-Jun-19",3,"Hand","R",2,"ASY","ASI",20,NA,119,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_D",3,"19N0765","","",2.13,2.25,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190374","","","","61335278",NA,"19CORT016","94.6%","EIA","","",""
"230","TRES","Ithaca","Unit_4","71","2019","Unit_4_71_2019","L19N014c",0.5625,0.99185543395266,16,"yes","","Nestling","","","165","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",3929,278172407,"Adult","F","Light","Light_Control","Old","","Control","14-Jun-19",3,"Hand","R",2,"ASY","ASI",20,NA,119,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_D",3,"19N0765","","",2.13,2.25,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190374","","","","61335278",NA,"19CORT016","94.6%","EIA","","",""
"231","TRES","Ithaca","Unit_4","71","2019","Unit_4_71_2019","L19N014a",0.583333333333333,0.978693181818182,12,"yes","","Nestling","","","165","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",704,278172407,"Adult","F","Light","Light_Control","Old","","Control","14-Jun-19",3,"Hand","R",2,"ASY","ASI",20,NA,119,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_D",3,"19N0765","","",2.13,2.25,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190374","","","","61335278",NA,"19CORT016","94.6%","EIA","","",""
"232","TRES","Ithaca","Unit_4","71","2019","Unit_4_71_2019","P19N402",0.45,0.130669843306149,20,"no","278172474","Nestling","Unknown","6/20/19","171","","12","12",22,25.8,55,"B_S_D",3.51,4.36,NA,NA,33.38,41.43,NA,"Dex",10,"",NA,8.73,10.84,NA,"Fledged","","190681","","","","Light","Light_Control",70,6,11.6666666666667,"Light_Light_Control",10913,278172407,"Adult","F","Light","Light_Control","Old","","Control","14-Jun-19",3,"Hand","R",2,"ASY","ASI",20,NA,119,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_D",3,"19N0765","","",2.13,2.25,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190374","","","","61335278",NA,"19CORT016","94.6%","EIA","","",""
"233","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","P19N359",0.416666666666667,0.831632246232358,12,"no","278172450","Nestling","Unknown","6/18/19","169","","12","12",23,25.5,47,"B_S_D",1.85,2.3,NA,NA,25.56,31.73,NA,"Dex",10.5,"",NA,4.43,5.5,NA,"Fledged","","190590","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",25082,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"234","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","P19N362",0.230769230769231,0.624599014161646,13,"no","278172454","Nestling","Unknown","6/18/19","169","","12","12",22.5,25.8,51,"B_S_D",0.27,0.47,NA,NA,30.15,37.42,NA,"Dex",10.5,"",NA,12.9,16.02,NA,"Fledged","","190594","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",12781,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"235","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","L19N010a",0.6,0.568627450980392,15,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",51,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"236","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","P19N361",0.4,0.0263215697759555,15,"no","278172452","Nestling","Unknown","6/18/19","169","","12","12",24.5,26.1,57,"B_S_D",0.69,0.86,NA,NA,17.71,21.99,NA,"Dex",11.5,"",NA,6.96,8.64,NA,"Fledged","","190592","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",27316,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"237","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","P19N360",0.384615384615385,0.947576156259488,13,"no","278172451","Nestling","Unknown","6/18/19","169","","12","12",25,26.5,56,"B_S_D",2.06,2.56,NA,NA,12.48,15.49,NA,"Dex",11.5,"",NA,9.07,11.26,NA,"Fledged","","190591","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",9881,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"238","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","L19N010d",0.291666666666667,0.959641428131733,24,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",25992,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"239","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","L19N010c",0.4,0.59183527048357,30,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",13938,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"240","TRES","Ithaca","Unit_4","78","2019","Unit_4_78_2019","L19N010b",0.583333333333333,0.784697508896797,24,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light_Control",54.39,5,10.878,"Light_Light_Control",7306,278172402,"Adult","F","Light","Light_Control","","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",21.75,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",10,"19N0624","","",0.77,0.82,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190282","P19N213","","","",NA,"19CORT016","94.6%","EIA","","",""
"241","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","L19N011c",0.388888888888889,0.0111721498672921,18,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",16201,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
"242","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","L19N011d",0.388888888888889,0.397744746283957,18,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",1951,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
"243","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","P19N356",0.352941176470588,0.0646841271039324,17,"no","278172447","Nestling","Unknown","6/18/19","169","","12","12",21.5,25.9,56,"B_S_D",2.32,2.89,NA,NA,19.85,24.63,NA,"Dex",10,"",NA,9.99,12.4,NA,"Fledged","","190587","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",13249,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
"244","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","L19N011a",0.416666666666667,0.376222946931515,24,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",10119,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
"245","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","P19N355",0.555555555555556,0.316530194472876,9,"no","278172446","Nestling","Unknown","6/18/19","169","","12","12",21.5,25.8,56,"B_S_D",5.6,6.96,NA,NA,22.49,27.92,NA,"Dex",10,"",NA,12.47,15.48,NA,"Fledged","","190586","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",3908,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
"246","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","L19N011b",0.416666666666667,0.611309684380901,24,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",29656,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
"247","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","P19N358",0.368421052631579,0.336115326251897,19,"no","278172449","Nestling","Unknown","6/18/19","169","","12","12",23,26.5,57,"B_S_D",3.14,3.91,NA,NA,25.39,31.51,NA,"Dex",10.5,"",NA,14.31,17.76,NA,"Fledged","","190589","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",1318,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
"248","TRES","Ithaca","Unit_4","80","2019","Unit_4_80_2019","L19N011f",0.5,0.493414387031408,10,"yes","","Nestling","","","163","","6","6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","","","","","Light","Light",72.86,6,12.1433333333333,"Light_Light",987,272107599,"Adult","F","Light","Light","Old","","Yes","12-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","JJU",19.5,NA,121,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_D",12,"19N0625","","",3.62,3.83,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"","","",NA,NA,NA,"00-Jan-00","","","","","","","","","","","Yes","190283","P19N214","","","",NA,"19CORT016","94.6%","EIA","","",""
